train_loss,train_adversarial_acc,train_helper_acc,train_clean_acc,epoch,lr,test_clean_acc,test_adversarial_acc
1.6185638093582504,0.40670156646567535,0.3456521739282876,0.42077205888450603,1,0.00839999999999999,0.40771484375,
1.2034964665122654,0.5742007672329388,0.49007352950322963,0.5868526215443526,2,0.011568106807057277,0.620703125,
1.0064202493718823,0.6486572890025576,0.5435501917853685,0.6589354220253733,3,0.020873282372258467,0.6640625,
0.8647240946055068,0.6992287404092071,0.575231777585071,0.7082840474060429,4,0.0357306102263778,0.7029296875,
0.7708344909998462,0.7337795717027181,0.5981777493301255,0.7429827366338666,5,0.05520616970454792,0.73642578125,
0.7005180255378909,0.7578284847157081,0.6109694693704395,0.7669037723785166,6,0.07807574151006164,0.76396484375,
0.659638087158008,0.7733016305262476,0.6180826407259382,0.781369884910486,7,0.10290176123594409,0.74189453125,
0.6283595705276255,0.7833639706492119,0.6225623401534527,0.7888986573499792,8,0.12812368360271698,0.7724609375,
0.6094605992822086,0.7915880754780587,0.6324168798868613,0.7980298913653244,9,0.15215607718305402,0.7771484375,
0.6000584660436187,0.794828964163885,0.6301830243271636,0.8014825766958544,10,0.17348828345132533,0.77880859375,
0.5940793132233193,0.7973425511813834,0.6348665281939689,0.804060102271302,11,0.19077937566372022,0.77373046875,
0.5823009801490228,0.8011149297589841,0.6368885869565217,0.8071691177385237,12,0.20294244852381918,0.7796875,
0.5724390451712986,0.8025055946901326,0.6390625000609766,0.8097945971562125,13,0.20921294024743936,0.7919921875,
0.5614939597256653,0.8092710997747339,0.637020460327568,0.816224424582918,14,0.2099069530337817,0.7728515625,
0.5518075976225422,0.813491048562862,0.6390145460662939,0.8196731138107417,15,0.20916922490581075,0.79326171875,
0.5425967144996614,0.8153372762148338,0.6443734015040385,0.8215992647363707,16,0.2077008274566086,0.72119140625,
0.5388693953566539,0.8171315537694165,0.6461956522348896,0.822042838844192,17,0.20551206043923928,0.7841796875,
0.5293017541965865,0.8198689258921786,0.6457121163377981,0.8254515665876286,18,0.20261827648170272,0.75205078125,
0.5261443795450508,0.822738171385987,0.6474744246134063,0.8273697251554035,19,0.1990397733992801,0.76826171875,
0.517943064651221,0.823841112501481,0.6502877237546779,0.8302469630070659,20,0.19480165181994377,0.78427734375,
0.5114499362533355,0.8244964834064474,0.6457400895140665,0.8311061381988818,21,0.18993363912148656,0.77724609375,
0.5069492450912895,0.8280210998052221,0.6517742966751918,0.8345828006029739,22,0.18446988091532582,0.753515625,
0.49668662032812755,0.8301150894835782,0.6505554667519181,0.8362971547314578,23,0.178448701539573,0.78515625,
0.4898985081621448,0.8335637788638435,0.6536125319693095,0.8389865728595373,24,0.17191233524133753,0.81533203125,
0.4832553649345017,0.8357576726342711,0.6572570332785701,0.8418118606138107,25,0.16490662993382887,0.82041015625,
0.48019842159412707,0.8359934463525367,0.6566176470893118,0.8413203325113068,26,0.15748072560618684,0.78447265625,
0.46816967347698746,0.8416719948849105,0.6584518862807233,0.8471946931251174,27,0.14968670964176498,0.80908203125,
0.4618096428606516,0.8447730179942782,0.6600863171355499,0.8496243606138107,28,0.14157925146256092,0.83212890625,
0.46052204404035796,0.8436101342710998,0.6626238810741688,0.8490089514981145,29,0.13321521906250114,0.80771484375,
0.44477174406313835,0.8507872443369893,0.6648057865364777,0.8556226023932552,30,0.1246532801193231,0.8169921875,0.0
0.4399034965145009,0.8499880116004164,0.6673673273962172,0.8548593350383632,31,0.1159534904829685,0.8421875,
0.4316274035159889,0.8529331841127342,0.6697450447875215,0.8583679667214299,32,0.10717687292694617,0.83232421875,
0.41927225617191677,0.8579203965109022,0.6704643542504372,0.862056425922667,33,0.09838498911742055,0.7720703125,
0.4041472818997815,0.8632912404092071,0.6719469309158033,0.8685861572890026,34,0.08963950780235574,0.84462890625,
0.397870595269191,0.8655131075083448,0.6758591752223042,0.8698369564912508,35,0.08100177224955718,0.84384765625,
0.38031060441070813,0.8716991688589306,0.6801110934418486,0.875263746894534,36,0.07253236996772339,0.84658203125,
0.36492426087484336,0.8771898976677214,0.684039322311616,0.8821331521739131,37,0.06429070772860428,0.86591796875,
0.3518588280357668,0.8793478260564682,0.6853180946901326,0.8837515984654731,38,0.056334594871181046,0.845703125,
0.32979205239306936,0.8891184462610718,0.6905091112227086,0.8931066177385237,39,0.04871983781068938,0.86484375,
0.3078316911635801,0.8950967072221019,0.6899416561016951,0.8990089513761613,40,0.041499848596713206,0.88212890625,
0.2842680879718507,0.9027773338510557,0.6959598785471124,0.9070572250944269,41,0.034725270266033524,0.87060546875,
0.2551185432678598,0.9129635549872123,0.7051950127572355,0.9166440218305953,42,0.028443621618112168,0.88681640625,
0.22669548789024963,0.923317615180979,0.7084758632323321,0.9270060742297745,43,0.02269896390485601,0.902734375,
0.1907828790719247,0.9358415920716112,0.7125719310072682,0.9385989450127877,44,0.017531591772592663,0.9046875,
0.16057111214265188,0.9461756714469637,0.7198769181890561,0.9488650895750431,45,0.012977750624078249,0.91650390625,
0.12793197861069913,0.9575927109669542,0.7240289323165289,0.9599824169712603,46,0.009069382383039152,0.92490234375,0.0
0.09549050834839759,0.9689857737182657,0.7260749680002022,0.970192615180979,47,0.005833901444527641,0.9291015625,0.0
0.07817804186945529,0.9751918158872658,0.7290800831202046,0.9761109335343247,48,0.0032940023826374945,0.9318359375,0.0
0.06331968666209131,0.9799752238461429,0.7306905370539106,0.9810541880405163,49,0.0014675007643728925,0.9353515625,0.0
0.059866558272115254,0.9820452366033783,0.7332600704239457,0.983324008981895,50,0.0003672081862463773,0.9359375,0.0
