train_loss,train_adversarial_acc,train_helper_acc,train_clean_acc,epoch,lr,test_clean_acc,test_adversarial_acc
0.32337462684839885,0.8887507993242015,0.6386309144137156,0.898761189349777,41,0.034725270266033524,0.88466796875,
0.29672634113780066,0.8982696610948314,0.6396539322555522,0.9066935742602629,42,0.028443621618112168,0.881640625,
0.25956093110239414,0.910398017872325,0.646699168797954,0.91938938615877,43,0.02269896390485601,0.89521484375,
0.23057289130013922,0.9205722507003629,0.6500359654731458,0.9291759910790817,44,0.017531591772592663,0.89443359375,
0.19652834799512267,0.9325167838569797,0.6577965153757569,0.9393102621178493,45,0.012977750624078249,0.9095703125,
0.16040789753274845,0.9451406649921251,0.6643702046340688,0.951394661155808,46,0.009069382383039152,0.91845703125,9.765625e-05
0.12834399509841524,0.9566296355803604,0.6649656330837923,0.961496962915601,47,0.005833901444527641,0.92333984375,0.0001953125
0.10386395141901568,0.9645260549567239,0.6637507992632249,0.9703924233651222,48,0.0032940023826374945,0.924609375,0.0001953125
0.0875209933980499,0.9712156330228157,0.6697170716112532,0.9751758311715577,49,0.0014675007643728925,0.92822265625,0.0025390625
0.08067941750445025,0.9733056265984654,0.6697929987822042,0.9778212915601023,50,0.0003672081862463773,0.927734375,9.765625e-05
